Date,Close
2021-01-04,1726.130005
2021-01-05,1740.050049
2021-01-06,1722.880005
2021-01-07,1774.339966
2021-01-08,1797.829956
2021-01-11,1756.290039
2021-01-12,1737.430054
2021-01-13,1747.25
2021-01-14,1730.920044
2021-01-15,1727.619995
2021-01-19,1784.469971
2021-01-20,1880.069946
2021-01-21,1884.150024
2021-01-22,1892.560059
2021-01-25,1894.280029
2021-01-26,1907.949951
2021-01-27,1818.939941
2021-01-28,1853.199951
2021-01-29,1827.359985
2021-02-01,1893.069946
2021-02-02,1919.119995
2021-02-03,2058.879883
2021-02-04,2053.629883
2021-02-05,2088.830078
2021-02-08,2084.52002
2021-02-09,2075.389893
2021-02-10,2086.47998
2021-02-11,2088.75
2021-02-12,2095.030029
2021-02-16,2110.699951
2021-02-17,2118.620117
2021-02-18,2105.810059
2021-02-19,2088.810059
2021-02-22,2054.26001
2021-02-23,2060.120117
2021-02-24,2083.810059
2021-02-25,2015.949951
2021-02-26,2021.910034
2021-03-01,2069.659912
2021-03-02,2064.47998
2021-03-03,2011.410034
2021-03-04,2033.930054
2021-03-05,2097.070068
2021-03-08,2007.5
2021-03-09,2040.359985
2021-03-10,2036.189941
2021-03-11,2100.540039
2021-03-12,2050.0
2021-03-15,2054.439941
2021-03-16,2083.889893
2021-03-17,2082.219971
2021-03-18,2021.339966
2021-03-19,2026.959961
2021-03-22,2030.689941
2021-03-23,2041.329956
2021-03-24,2032.530029
2021-03-25,2032.459961
2021-03-26,2024.72998
2021-03-29,2045.790039
2021-03-30,2046.469971
2021-03-31,2062.52002
2021-04-01,2129.780029
2021-04-05,2218.959961
2021-04-06,2209.26001
2021-04-07,2239.030029
2021-04-08,2250.429932
2021-04-09,2270.669922
2021-04-12,2244.620117
2021-04-13,2254.429932
2021-04-14,2241.909912
2021-04-15,2285.25
2021-04-16,2282.75
2021-04-19,2289.76001
2021-04-20,2279.01001
2021-04-21,2278.350098
2021-04-22,2252.52002
2021-04-23,2299.929932
2021-04-26,2309.929932
2021-04-27,2290.97998
2021-04-28,2359.040039
2021-04-29,2392.76001
2021-04-30,2353.5
2021-05-03,2343.080078
2021-05-04,2306.830078
2021-05-05,2314.77002
2021-05-06,2337.350098
2021-05-07,2351.929932
2021-05-10,2291.75
2021-05-11,2270.060059
2021-05-12,2200.25
2021-05-13,2229.040039
2021-05-14,2278.379883
2021-05-17,2288.919922
2021-05-18,2262.469971
2021-05-19,2271.5
2021-05-20,2306.949951
2021-05-21,2294.129883
2021-05-24,2361.040039
2021-05-25,2362.870117
2021-05-26,2380.310059
2021-05-27,2362.679932
2021-05-28,2356.850098
2021-06-01,2381.179932
2021-06-02,2370.590088
2021-06-03,2347.580078
2021-06-04,2393.570068
2021-06-07,2402.300049
2021-06-08,2398.439941
2021-06-09,2407.939941
2021-06-10,2435.129883
2021-06-11,2430.199951
2021-06-14,2448.909912
2021-06-15,2428.389893
2021-06-16,2415.449951
2021-06-17,2434.870117
2021-06-18,2402.219971
2021-06-21,2436.25
2021-06-22,2446.610107
2021-06-23,2442.540039
2021-06-24,2450.0
2021-06-25,2450.169922
2021-06-28,2450.719971
2021-06-29,2445.449951
2021-06-30,2441.790039
2021-07-01,2448.889893
2021-07-02,2505.149902
2021-07-06,2523.800049
2021-07-07,2529.47998
2021-07-08,2500.879883
