,Date,Open,High,Low,Close,Volume
0,2012-05-18,41.96376576577878,44.90771685426669,37.922072010269645,38.1515998840332,573576400
1,2012-05-21,36.45508590218007,36.58482037422725,32.932326169519186,33.96021270751953,168192700
2,2012-05-22,32.54312704022666,33.521116890132916,30.876551645475807,30.93642807006836,101786600
3,2012-05-23,31.305670447416674,32.43335232138634,31.29569072598224,31.934377670288086,73600000
4,2012-05-24,32.882431048155155,33.14189619785152,31.704850539101376,32.96226501464844,50237200
5,2012-05-25,32.83253206214505,32.88242876359602,31.046201979330544,31.844560623168945,37149800
6,2012-05-29,31.415442548701495,31.625012885094943,28.591246192004174,28.78085708618164,78063400
7,2012-05-30,28.641145064982556,29.489400429273445,27.80286751845565,28.132190704345703,57267900
8,2012-05-31,28.49145112720632,29.609155156144638,26.774979054182428,29.53929901123047,111639200
9,2012-06-01,28.830753400512407,29.090220435518813,27.333829516316545,27.66315269470215,41855500
10,2012-06-04,27.144221207769622,27.59329724221016,26.385779525707896,26.84483528137207,35230300
11,2012-06-05,26.64524573843838,27.703071410557907,25.697193189490104,25.81694793701172,42473400
12,2012-06-06,26.01653788962696,27.114282497916808,25.46766653720065,26.755020141601562,61489200
13,2012-06-07,26.944629907299664,27.293912527526164,26.09637265916021,26.256044387817383,26159500
14,2012-06-08,26.495552716351543,27.703072339210415,26.385779589500522,27.04442596435547,38034000
15,2012-06-11,27.124262281742418,28.012436549747036,26.784959367427504,26.95461082458496,28219600
16,2012-06-12,27.42364499184092,27.713051188609857,26.90471092390588,27.343809127807617,15816800
17,2012-06-13,27.60327660127922,28.042374812172355,27.04442554414798,27.21407699584961,17102800
18,2012-06-14,27.593298144377226,28.26192426072424,27.323851372840984,28.23198699951172,16855000
19,2012-06-15,28.451533818054635,30.03827330416093,28.291862087679917,29.948457717895508,43563800
20,2012-06-18,29.8985595573177,32.014214774851084,29.349688213918473,31.3455867767334,42978900
21,2012-06-19,31.475320464182616,32.11400737925334,30.637042936433723,31.844560623168945,30849000
22,2012-06-20,31.854539755960047,31.864519476753397,31.08611838580609,31.53519630432129,15553600
23,2012-06-21,31.60505442958285,32.433352273033606,31.44538269374443,31.77470588684082,21875300
24,2012-06-22,32.34353656964074,33.381404752367814,31.99425583837415,32.98222351074219,74834000
25,2012-06-25,32.79261176807647,32.9522834899779,31.48529692778257,31.994253158569336,24352900
26,2012-06-26,32.62296069714194,33.37142265953755,32.433351703809834,33.03211975097656,24858700
27,2012-06-27,32.39343398397762,32.83253412077647,31.834582898250247,32.16390609741211,28568000
28,2012-06-28,31.89445859144183,32.12398647273238,30.836632870480685,31.295690536499023,17713300
29,2012-06-29,31.854540548940385,31.924396692795707,30.696919556213746,31.036222457885742,19526900
30,2012-07-02,31.185914838031575,31.664930033118818,30.487349584284797,30.706899642944336,14122000
31,2012-07-03,30.84661254396643,31.375526355344498,30.736837512459967,31.136018753051758,8763600
32,2012-07-05,31.25577215620802,31.565135910053858,30.9563881238975,31.40546417236328,10032100
33,2012-07-06,31.37552604088041,31.834581798147926,31.19589486510192,31.66493034362793,10945600
34,2012-07-09,32.03417064876529,32.81257368272905,31.92439752133105,32.104026794433594,17785200
35,2012-07-10,32.363496501944,32.413393206183336,31.096100418517445,31.40546417236328,14269500
36,2012-07-11,31.41544277818131,31.49527864419123,30.487349646167704,30.9064884185791,13030300
37,2012-07-12,30.63704350920004,31.33560685975915,30.537248200995258,30.746816635131836,11300700
38,2012-07-13,30.97634686696316,31.00628412745533,30.49732976127902,30.657001495361328,8108300
39,2012-07-16,30.437454054840895,30.437454054840895,28.15214921379476,28.192068099975586,24672100
40,2012-07-17,28.421595938971965,28.531370972353407,27.09432343061473,28.03239631652832,30438600
41,2012-07-18,28.25194383955331,29.229935589417636,28.092272105583056,29.050304412841797,16841800
42,2012-07-19,29.349687918614205,29.439503505312164,28.571286801710936,28.940528869628906,13685100
43,2012-07-20,28.940528790518805,29.409564261541554,28.66110231006262,28.701021194458008,11869100
44,2012-07-23,28.062334734315186,28.940529267684273,27.9525597038551,28.691041946411133,12390700
45,2012-07-24,28.760898963712012,29.38960809830465,28.04237614190055,28.391658782958984,11539800
46,2012-07-25,28.331778390692744,29.42952293833233,28.022414658423166,29.279830932617188,17230200
47,2012-07-26,27.693093028956962,28.172108235335607,26.67518428782442,26.794939041137695,64597400
48,2012-07-27,23.142444764531774,24.489676698156632,22.234311055197086,23.661376953125,123102300
49,2012-07-30,23.95078298928416,23.990701874582832,22.98277286203799,23.10252571105957,29285900
50,2012-07-31,23.322075293166808,23.322075293166808,21.565684348367878,21.665477752685547,56179400
51,2012-08-01,21.45590854701409,21.535744409656193,20.797262204357462,20.83717918395996,44604400
52,2012-08-02,20.727407724850814,20.797263872335606,19.77935511443284,19.998905181884766,56374500
53,2012-08-03,20.31824848555799,22.114556475539896,19.859190814868327,21.046751022338867,80647000
54,2012-08-06,21.34613389482806,22.10457555489013,21.25631830985774,21.87504768371582,27778900
55,2012-08-07,22.154473710392754,22.403961018377192,20.45795925472375,20.677507400512695,36782900
56,2012-08-08,20.667527679780868,21.106625874795863,20.178532784543822,20.677507400512695,29537400
57,2012-08-09,20.707448082851375,21.12658686717188,20.56773578922362,20.966915130615234,15610700
58,2012-08-10,21.366092829792546,21.775251861200328,21.086666360576725,21.76527214050293,25794700
59,2012-08-13,22.104575441320215,22.403961357495465,21.35611350603779,21.55570411682129,24973100
60,2012-08-14,21.366093773511942,21.555704668263214,20.20847276960229,20.338205337524414,39308800
61,2012-08-15,20.5976717130952,21.36609308504076,20.35816412380771,21.156524658203125,47861100
62,2012-08-16,20.398083005485105,20.43799998531135,19.649621075231092,19.829252243041992,157565300
63,2012-08-17,19.968965215898052,20.038821360579686,18.96103622000131,19.01093292236328,129293400
64,2012-08-20,19.010933221772387,20.088718379325137,18.711549196011095,19.968965530395508,101186600
65,2012-08-21,19.53984724836802,19.93902658830377,19.050852319017068,19.120708465576172,70640600
66,2012-08-22,19.320297272446652,19.489948713913112,18.921116066570008,19.40013313293457,49892200
67,2012-08-23,19.460009552441246,19.689537413414378,19.320297272446652,19.40013313293457,32813700
68,2012-08-24,19.479970418786046,19.63964215144518,19.210523656134814,19.370195388793945,29622200
69,2012-08-27,19.450032140738674,19.489951027439677,19.060832512590327,19.110729217529297,20704000
70,2012-08-28,19.06083115231547,19.340255725532234,18.91113914474404,19.300338745117188,25417000
71,2012-08-29,19.280379219873158,19.34025564195555,19.030891907186525,19.06083106994629,16124700
72,2012-08-30,19.230482996042472,19.410114170185526,19.02091265839651,19.050851821899414,30647500
73,2012-08-31,18.641691930623836,18.661651372059097,17.99302531147464,18.02296257019043,58764200
74,2012-09-04,18.042924318626238,18.23253522963101,17.514010473586538,17.693641662597656,46622400
75,2012-09-05,18.232533088347015,18.71154826716144,18.142717504389672,18.54189682006836,60781800
76,2012-09-06,18.70156962219867,19.22050371415262,18.681610179407233,18.921117782592773,46066500
77,2012-09-07,19.060831026012423,19.38017448096531,18.741487571059537,18.941076278686523,36371700
78,2012-09-10,19.020914497543455,19.16062870396223,18.511960089405996,18.771427154541016,24797800
79,2012-09-11,18.88120140537197,19.53984781109354,18.811345256801093,19.390155792236328,50508200
80,2012-09-12,20.717425889204396,21.116605193696017,20.23841072381445,20.88707733154297,121584000
81,2012-09-13,20.917017396529378,21.435951513721378,20.56773664787834,20.667530059814453,65041600
82,2012-09-14,21.086666887443823,22.034719439576293,20.857139015980053,21.954883575439453,72819800
83,2012-09-17,22.623511486283203,22.703347356895232,21.455910688933955,21.47587013244629,50667600
84,2012-09-18,21.555704682879124,21.93492456920162,21.326176806856637,21.825151443481445,36760500
85,2012-09-19,21.944903828433574,23.322074862455125,21.72535567817726,23.242238998413086,78782800
86,2012-09-20,22.97279296549581,23.192341122652316,22.49377776618859,22.54367446899414,57248900
87,2012-09-21,22.922894925224274,23.192341695276234,22.55365474709729,22.813121795654297,51218100
88,2012-09-24,21.735335486834593,21.93492419602664,20.31824746679132,20.747365951538086,79106500
89,2012-09-25,21.15652630587919,21.166504124035765,20.178534527492612,20.238412857055664,46291700
90,2012-09-26,20.108677541864036,20.73738665201752,19.759394914382902,20.577714920043945,38271900
91,2012-09-27,20.946953998598836,20.956933719258554,20.118656218213243,20.27832794189453,30215900
92,2012-09-28,20.527816631895885,21.90498772078112,20.45796048600582,21.615581512451172,65486000
93,2012-10-01,22.03471991441164,22.54367427304059,21.6854372874972,21.944904327392578,51262700
94,2012-10-02,22.034720006110604,22.44387905826143,21.775252965135437,22.22433090209961,29341400
95,2012-10-03,22.254268016813235,22.4438789115629,21.755293380530993,21.785232543945312,32000100
96,2012-10-04,22.274227500820903,22.354063366638147,21.366093813360774,21.904987335205078,46892100
97,2012-10-05,21.445931289287916,21.585643589098073,20.83718157707968,20.86712074279785,40529300
98,2012-10-08,20.358165740966797,20.707448383545376,20.118658132653923,20.358165740966797,32236700
99,2012-10-09,20.34818452930688,20.507856256489735,19.9290457695926,20.188512802124023,27161800
100,2012-10-10,19.88912809361037,19.899107814139757,19.41011292882217,19.599721908569336,39321800
101,2012-10-11,19.839230015218337,19.919065878126045,19.569785167553015,19.709497451782227,21817300
102,2012-10-12,19.709498815821846,19.75939551980346,19.44005204607175,19.479970932006836,18809400
103,2012-10-15,19.639642668872693,19.83923138823639,19.450031767555522,19.479970932006836,20189700
104,2012-10-16,19.639642655132004,19.649622376608793,19.260420852762984,19.440052032470703,21834700
105,2012-10-17,19.46001158992578,20.43800145915865,19.33027901683867,19.839231491088867,44074500
106,2012-10-18,19.65960095576765,19.74941654040279,18.85126069405138,18.941076278686523,52157400
107,2012-10-19,18.961036682128906,19.020913107110047,18.76144606094213,18.961036682128906,34835000
108,2012-10-22,19.16062739846647,19.390155281565026,19.0109334801144,19.280380249023438,32447300
109,2012-10-23,19.210523214095677,19.759394544552123,19.06083120610184,19.460010528564453,78381200
110,2012-10-24,24.08051360390056,24.200268346633322,22.80313983308211,23.18235969543457,228949900
111,2012-10-25,23.242241194435987,23.26219873475431,22.423921131390433,22.513736724853516,76142000
112,2012-10-26,22.35406384966741,22.83307905492151,21.83512975892352,21.895008087158203,73175800
113,2012-10-31,20.777303318960588,21.4559091213005,20.68748773315459,21.066709518432617,99378200
114,2012-11-01,21.036771333739427,21.39603369367216,20.966915186738564,21.16650390625,37713900
115,2012-11-02,21.216402028776642,21.645520525902164,21.026791131652928,21.136566162109375,38344400
116,2012-11-05,21.056730790197445,21.435950689917934,20.87709961011612,21.206422805786133,31806700
117,2012-11-06,21.196443061031424,21.32617753691992,20.94695573417827,21.1265869140625,29062700
118,2012-11-07,20.807242258498775,20.90703756425964,20.3282270749712,20.428020477294922,33396800
119,2012-11-08,20.477920868575634,20.687489315864696,19.939027312511236,19.949007034301758,34254600
120,2012-11-09,19.919066663884223,19.958985548631336,19.09076883975351,19.170604705810547,42295500
121,2012-11-12,19.110727638235907,20.128636323744985,18.831303068169426,20.028841018676758,67349200
122,2012-11-13,19.569785678959175,20.06876031103106,19.519887073689688,19.819272994995117,71775100
123,2012-11-14,20.05878048796299,22.453858329039807,19.88912903778387,22.314146041870117,229751000
124,2012-11-15,22.294186052950884,22.453857778209855,21.605600548123395,22.124534606933594,78857700
